year,province,vocational_major,skill_name,total_demand,avg_salary_offered,total_supply,certification_rate,SGI,status_gap,cluster_label
2024,DI Yogyakarta,Teknik Otomasi Industri (TOI),Internet of Things (IoT),2294,7841341,1838,0.58,0.1987794245858762,Waspada,0
2024,DI Yogyakarta,Teknik Logistik,Supply Chain Digital,3878,12463589,1594,0.37,0.5889633831872099,Kritis,0
2024,DI Yogyakarta,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,2217,9788023,1460,0.79,0.3414524131709517,Waspada,0
2024,DI Yogyakarta,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,2343,12609006,4077,0.63,-0.7400768245838668,Surplus,1
2024,DI Yogyakarta,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,1992,13223309,2228,0.78,-0.1184738955823293,Surplus,1
2024,DI Yogyakarta,Multimedia/DKV,Desain Grafis & UI/UX,2889,11856993,4229,0.51,-0.463828314295604,Surplus,1
2024,DI Yogyakarta,Multimedia/DKV,Content Creation,2788,7139767,1645,0.45,0.4099713055954089,Waspada,0
2024,Jawa Timur,Teknik Komputer & Jaringan (TKJ),Cloud Computing,2449,5291036,1708,0.51,0.3025724785626786,Waspada,0
2024,Jawa Timur,Teknik Komputer & Jaringan (TKJ),Cyber Security,2708,7510241,1992,0.57,0.2644017725258493,Waspada,0
2024,Jawa Timur,Rekayasa Perangkat Lunak (RPL),Web Development,2861,5942953,727,0.76,0.7458930443900734,Kritis,0
2024,Jawa Timur,Rekayasa Perangkat Lunak (RPL),Data Analytics,1926,8778702,1541,0.72,0.199896157840083,Waspada,0
2024,Jawa Timur,Teknik Otomasi Industri (TOI),Otomasi Industri,2914,27234866,2293,0.7,0.2131091283459162,Waspada,2
2024,Jawa Timur,Teknik Otomasi Industri (TOI),Internet of Things (IoT),6157,19543763,2675,0.4,0.5655351632288452,Kritis,2
2024,Jawa Timur,Teknik Logistik,Supply Chain Digital,5134,24463920,2390,0.8,0.5344760420724581,Kritis,2
2024,Jawa Timur,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,2909,27589243,2034,0.72,0.3007906497078034,Waspada,2
2024,Jawa Timur,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,2770,8080772,2307,0.69,0.1671480144404332,Waspada,0
2024,Jawa Timur,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,2686,10609041,2572,0.85,0.0424422933730454,Waspada,0
2024,Jawa Timur,Multimedia/DKV,Desain Grafis & UI/UX,1851,9887268,4208,0.64,-1.2733657482441922,Surplus,1
2024,Jawa Timur,Multimedia/DKV,Content Creation,3260,13012420,3779,0.56,-0.15920245398773,Surplus,1
2024,Banten,Teknik Komputer & Jaringan (TKJ),Cloud Computing,2432,5202732,1963,0.83,0.1928453947368421,Waspada,0
2024,Banten,Teknik Komputer & Jaringan (TKJ),Cyber Security,3887,6750013,985,0.53,0.7465912014406998,Kritis,0
2024,Banten,Rekayasa Perangkat Lunak (RPL),Web Development,3765,6785209,1012,0.55,0.7312084993359894,Kritis,0
2024,Banten,Rekayasa Perangkat Lunak (RPL),Data Analytics,2851,5456951,1993,0.51,0.3009470361276745,Waspada,0
2024,Banten,Teknik Otomasi Industri (TOI),Otomasi Industri,3459,8279591,2420,0.51,0.3003758311650766,Waspada,0
2024,Banten,Teknik Otomasi Industri (TOI),Internet of Things (IoT),3579,10826988,1660,0.36,0.536183291422185,Kritis,0
2024,Banten,Teknik Logistik,Supply Chain Digital,2813,12226263,1519,0.81,0.4600071098471383,Waspada,0
2024,Banten,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,3739,9484346,2554,0.73,0.3169296603369885,Waspada,0
2024,Banten,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,3252,13293836,4603,0.42,-0.4154366543665436,Surplus,1
2024,Banten,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,1749,6555692,2902,0.66,-0.6592338479130933,Surplus,1
2024,Banten,Multimedia/DKV,Desain Grafis & UI/UX,3265,6746793,3709,0.82,-0.1359877488514548,Surplus,0
2024,Banten,Multimedia/DKV,Content Creation,1741,10915518,2664,0.78,-0.5301550832854681,Surplus,1
2024,Bali,Teknik Komputer & Jaringan (TKJ),Cloud Computing,2126,13237482,768,0.55,0.638758231420508,Kritis,0
2024,Bali,Teknik Komputer & Jaringan (TKJ),Cyber Security,1966,8020281,721,0.85,0.633265513733469,Kritis,0
2024,Bali,Rekayasa Perangkat Lunak (RPL),Web Development,2524,11663382,934,0.72,0.6299524564183835,Kritis,0
2024,Bali,Rekayasa Perangkat Lunak (RPL),Data Analytics,1820,13659060,1671,0.7,0.0818681318681318,Waspada,0
2024,Bali,Teknik Otomasi Industri (TOI),Otomasi Industri,3106,7392670,2015,0.64,0.3512556342562781,Waspada,0
2024,Bali,Teknik Otomasi Industri (TOI),Internet of Things (IoT),3728,11503459,2153,0.65,0.4224785407725321,Waspada,0
2024,Bali,Teknik Logistik,Supply Chain Digital,2002,8561675,3060,0.54,-0.5284715284715285,Surplus,1
2024,Bali,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,1673,12215745,2072,0.52,-0.2384937238493724,Surplus,1
2024,Bali,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,2740,13677580,4261,0.67,-0.5551094890510949,Surplus,1
2024,Bali,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,10357,25220249,1976,0.85,0.8092111615332626,Kritis,2
2024,Bali,Multimedia/DKV,Desain Grafis & UI/UX,2750,13351646,2775,0.6,-0.009090909090909,Surplus,0
2024,Bali,Multimedia/DKV,Content Creation,2126,10211263,4338,0.75,-1.0404515522107245,Surplus,1
2024,Nusa Tenggara Barat,Teknik Komputer & Jaringan (TKJ),Cloud Computing,2098,11293509,1683,0.82,0.1978074356530028,Waspada,0
2024,Nusa Tenggara Barat,Teknik Komputer & Jaringan (TKJ),Cyber Security,1999,13624031,1377,0.38,0.3111555777888944,Waspada,0
2024,Nusa Tenggara Barat,Rekayasa Perangkat Lunak (RPL),Web Development,2456,13511998,1980,0.77,0.1938110749185667,Waspada,0
2024,Nusa Tenggara Barat,Rekayasa Perangkat Lunak (RPL),Data Analytics,2951,8868316,1472,0.69,0.5011860386309726,Kritis,0
2024,Nusa Tenggara Barat,Teknik Otomasi Industri (TOI),Otomasi Industri,1654,12867987,2854,0.41,-0.7255139056831923,Surplus,1
2024,Nusa Tenggara Barat,Teknik Otomasi Industri (TOI),Internet of Things (IoT),3457,10481635,2181,0.43,0.3691061614116285,Waspada,0
2024,Nusa Tenggara Barat,Teknik Logistik,Supply Chain Digital,2760,13327171,2774,0.38,-0.0050724637681159,Surplus,0
2024,Nusa Tenggara Barat,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,2161,9699856,1632,0.7,0.2447940768162887,Waspada,0
2024,Nusa Tenggara Barat,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,2371,11417488,3120,0.38,-0.3159004639392661,Surplus,1
2024,Nusa Tenggara Barat,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,2335,13961408,1993,0.43,0.1464668094218415,Waspada,0
2024,Nusa Tenggara Barat,Multimedia/DKV,Desain Grafis & UI/UX,1367,6842999,3255,0.76,-1.3811265544989026,Surplus,1
2024,Nusa Tenggara Barat,Multimedia/DKV,Content Creation,3871,6702897,1859,0.44,0.5197623353138724,Kritis,0
2024,Nusa Tenggara Timur,Teknik Komputer & Jaringan (TKJ),Cloud Computing,2131,5963950,2024,0.37,0.0502111684655091,Waspada,0
2024,Nusa Tenggara Timur,Teknik Komputer & Jaringan (TKJ),Cyber Security,1662,7573707,1877,0.68,-0.1293622141997593,Surplus,0
2024,Nusa Tenggara Timur,Rekayasa Perangkat Lunak (RPL),Web Development,2197,9868002,738,0.82,0.6640873918980428,Kritis,0
2024,Nusa Tenggara Timur,Rekayasa Perangkat Lunak (RPL),Data Analytics,2404,6735740,1660,0.36,0.3094841930116472,Waspada,0
2024,Nusa Tenggara Timur,Teknik Otomasi Industri (TOI),Otomasi Industri,2497,9955872,2220,0.36,0.1109331197436924,Waspada,0
2024,Nusa Tenggara Timur,Teknik Otomasi Industri (TOI),Internet of Things (IoT),3725,8563122,2165,0.7,0.4187919463087248,Waspada,0
2024,Nusa Tenggara Timur,Teknik Logistik,Supply Chain Digital,1981,9221590,1850,0.58,0.0661282180716809,Waspada,0
2024,Nusa Tenggara Timur,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,2971,9227036,1592,0.83,0.4641534836755301,Waspada,0
2024,Nusa Tenggara Timur,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,1920,6518224,2561,0.67,-0.3338541666666667,Surplus,1
2024,Nusa Tenggara Timur,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,1386,12706166,1132,0.55,0.1832611832611832,Waspada,0
2024,Nusa Tenggara Timur,Multimedia/DKV,Desain Grafis & UI/UX,3812,11240010,3076,0.64,0.1930745015739769,Waspada,0
2024,Nusa Tenggara Timur,Multimedia/DKV,Content Creation,3385,6302337,3032,0.49,0.1042836041358936,Waspada,0
2024,Kalimantan Barat,Teknik Komputer & Jaringan (TKJ),Cloud Computing,3259,8286669,1911,0.39,0.4136238109849647,Waspada,0
2024,Kalimantan Barat,Teknik Komputer & Jaringan (TKJ),Cyber Security,3093,8522946,1764,0.65,0.4296799224054316,Waspada,0
2024,Kalimantan Barat,Rekayasa Perangkat Lunak (RPL),Web Development,2450,12352975,2000,0.65,0.1836734693877551,Waspada,0
2024,Kalimantan Barat,Rekayasa Perangkat Lunak (RPL),Data Analytics,2316,12561850,1121,0.37,0.5159758203799655,Kritis,0
2024,Kalimantan Barat,Teknik Otomasi Industri (TOI),Otomasi Industri,1436,8140216,1346,0.47,0.0626740947075208,Waspada,0
2024,Kalimantan Barat,Teknik Otomasi Industri (TOI),Internet of Things (IoT),2923,6647865,2853,0.65,0.0239479986315429,Waspada,0
2024,Kalimantan Barat,Teknik Logistik,Supply Chain Digital,2388,9697954,1692,0.47,0.2914572864321608,Waspada,0
2024,Kalimantan Barat,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,3421,8817136,2018,0.68,0.4101140017538731,Waspada,0
2024,Kalimantan Barat,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,2231,5144855,2368,0.6,-0.0614074406095921,Surplus,0
2024,Kalimantan Barat,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,3370,9425678,2032,0.79,0.3970326409495548,Waspada,0
2024,Kalimantan Barat,Multimedia/DKV,Desain Grafis & UI/UX,3869,5934106,3031,0.54,0.216593434996123,Waspada,0
2024,Kalimantan Barat,Multimedia/DKV,Content Creation,3143,13096877,3491,0.49,-0.1107222398981864,Surplus,0
2024,Kalimantan Tengah,Teknik Komputer & Jaringan (TKJ),Cloud Computing,2446,10966160,1712,0.41,0.3000817661488144,Waspada,0
2024,Kalimantan Tengah,Teknik Komputer & Jaringan (TKJ),Cyber Security,1925,10772558,796,0.37,0.5864935064935065,Kritis,0
2024,Kalimantan Tengah,Rekayasa Perangkat Lunak (RPL),Web Development,2520,9237677,1525,0.7,0.3948412698412698,Waspada,0
2024,Kalimantan Tengah,Rekayasa Perangkat Lunak (RPL),Data Analytics,3623,10041218,1518,0.84,0.5810102125310516,Kritis,0
2024,Kalimantan Tengah,Teknik Otomasi Industri (TOI),Otomasi Industri,1733,9950635,2378,0.82,-0.3721869590305828,Surplus,1
2024,Kalimantan Tengah,Teknik Otomasi Industri (TOI),Internet of Things (IoT),2119,12014615,1959,0.38,0.0755073147711184,Waspada,0
2024,Kalimantan Tengah,Teknik Logistik,Supply Chain Digital,1766,12810643,1326,0.52,0.2491506228765572,Waspada,0
2024,Kalimantan Tengah,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,1933,9325208,2425,0.84,-0.2545266425245732,Surplus,1
2024,Kalimantan Tengah,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,3867,7681990,3032,0.68,0.2159296612361003,Waspada,0
2024,Kalimantan Tengah,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,2754,11011411,1881,0.82,0.3169934640522875,Waspada,0
2024,Kalimantan Tengah,Multimedia/DKV,Desain Grafis & UI/UX,3318,10409125,4583,0.63,-0.3812537673297167,Surplus,1
2024,Kalimantan Tengah,Multimedia/DKV,Content Creation,2481,7674299,3308,0.39,-0.3333333333333333,Surplus,1
2024,Kalimantan Selatan,Teknik Komputer & Jaringan (TKJ),Cloud Computing,2478,12130292,921,0.43,0.6283292978208233,Kritis,0
2024,Kalimantan Selatan,Teknik Komputer & Jaringan (TKJ),Cyber Security,1473,6604673,1191,0.58,0.1914460285132382,Waspada,0
2024,Kalimantan Selatan,Rekayasa Perangkat Lunak (RPL),Web Development,2875,12394378,1609,0.82,0.4403478260869565,Waspada,0
2024,Kalimantan Selatan,Rekayasa Perangkat Lunak (RPL),Data Analytics,2561,13798604,1302,0.43,0.4916048418586489,Waspada,0
2024,Kalimantan Selatan,Teknik Otomasi Industri (TOI),Otomasi Industri,1423,13967121,1543,0.61,-0.084328882642305,Surplus,0
2024,Kalimantan Selatan,Teknik Otomasi Industri (TOI),Internet of Things (IoT),3598,12825407,2941,0.73,0.1826014452473596,Waspada,0
2024,Kalimantan Selatan,Teknik Logistik,Supply Chain Digital,1721,13577198,2944,0.41,-0.7106333527019175,Surplus,1
2024,Kalimantan Selatan,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,2022,7951882,1284,0.49,0.3649851632047478,Waspada,0
2024,Kalimantan Selatan,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,2826,8010016,2120,0.45,0.2498230714791224,Waspada,0
2024,Kalimantan Selatan,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,3632,11537320,1238,0.5,0.6591409691629956,Kritis,0
2024,Kalimantan Selatan,Multimedia/DKV,Desain Grafis & UI/UX,2928,11796746,2903,0.36,0.0085382513661202,Waspada,0
2024,Kalimantan Selatan,Multimedia/DKV,Content Creation,1582,10773544,2572,0.48,-0.6257901390644753,Surplus,1
2024,Kalimantan Timur,Teknik Komputer & Jaringan (TKJ),Cloud Computing,3242,12907317,1400,0.53,0.5681677976557681,Kritis,0
2024,Kalimantan Timur,Teknik Komputer & Jaringan (TKJ),Cyber Security,2586,9330889,1376,0.38,0.4679040989945862,Waspada,0
2024,Kalimantan Timur,Rekayasa Perangkat Lunak (RPL),Web Development,2391,13211039,743,0.44,0.6892513592639063,Kritis,0
2024,Kalimantan Timur,Rekayasa Perangkat Lunak (RPL),Data Analytics,1613,13835616,1716,0.42,-0.0638561686298822,Surplus,0
2024,Kalimantan Timur,Teknik Otomasi Industri (TOI),Otomasi Industri,1345,13084960,3102,0.39,-1.3063197026022304,Surplus,1
2024,Kalimantan Timur,Teknik Otomasi Industri (TOI),Internet of Things (IoT),3324,6849949,2994,0.43,0.0992779783393501,Waspada,0
2024,Kalimantan Timur,Teknik Logistik,Supply Chain Digital,3766,12454502,2593,0.4,0.3114710568242166,Waspada,0
2024,Kalimantan Timur,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,3853,8682149,1071,0.5,0.722034778094991,Kritis,0
2024,Kalimantan Timur,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,1443,13239469,3627,0.75,-1.5135135135135136,Surplus,1
2024,Kalimantan Timur,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,3773,9645710,1510,0.59,0.5997879671349059,Kritis,0
2024,Kalimantan Timur,Multimedia/DKV,Desain Grafis & UI/UX,1461,12058746,3570,0.6,-1.4435318275154003,Surplus,1
2024,Kalimantan Timur,Multimedia/DKV,Content Creation,3500,9209352,1929,0.51,0.4488571428571428,Waspada,0
2024,Kalimantan Utara,Teknik Komputer & Jaringan (TKJ),Cloud Computing,3886,13221928,2002,0.49,0.4848172928461142,Waspada,0
2024,Kalimantan Utara,Teknik Komputer & Jaringan (TKJ),Cyber Security,2144,13552967,1669,0.79,0.2215485074626865,Waspada,0
2024,Kalimantan Utara,Rekayasa Perangkat Lunak (RPL),Web Development,3262,6108507,1411,0.58,0.5674432863274065,Kritis,0
2024,Kalimantan Utara,Rekayasa Perangkat Lunak (RPL),Data Analytics,2583,4900734,1345,0.55,0.4792876500193573,Waspada,0
2024,Kalimantan Utara,Teknik Otomasi Industri (TOI),Otomasi Industri,3644,7651274,2560,0.38,0.2974753018660812,Waspada,0
2024,Kalimantan Utara,Teknik Otomasi Industri (TOI),Internet of Things (IoT),2583,7881091,1230,0.53,0.5238095238095238,Kritis,0
2024,Kalimantan Utara,Teknik Logistik,Supply Chain Digital,1367,6668670,1860,0.71,-0.3606437454279444,Surplus,1
2024,Kalimantan Utara,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,1919,12065406,1754,0.62,0.0859822824387702,Waspada,0
2024,Kalimantan Utara,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,2248,9613673,3074,0.74,-0.3674377224199288,Surplus,1
2024,Kalimantan Utara,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,1358,12351989,2518,0.45,-0.8541973490427098,Surplus,1
2024,Kalimantan Utara,Multimedia/DKV,Desain Grafis & UI/UX,3734,12774411,4676,0.62,-0.2522763792179968,Surplus,1
2024,Kalimantan Utara,Multimedia/DKV,Content Creation,3091,7762732,2617,0.63,0.1533484309285021,Waspada,0
2024,Sulawesi Utara,Teknik Komputer & Jaringan (TKJ),Cloud Computing,2761,6792825,1389,0.79,0.4969214052879391,Waspada,0
2024,Sulawesi Utara,Teknik Komputer & Jaringan (TKJ),Cyber Security,2182,8915811,1121,0.36,0.4862511457378551,Waspada,0
2024,Sulawesi Utara,Rekayasa Perangkat Lunak (RPL),Web Development,2110,7974108,1338,0.59,0.3658767772511848,Waspada,0
2024,Sulawesi Utara,Rekayasa Perangkat Lunak (RPL),Data Analytics,2121,7776031,1854,0.68,0.1258840169731258,Waspada,0
2024,Sulawesi Utara,Teknik Otomasi Industri (TOI),Otomasi Industri,1686,11312427,2981,0.59,-0.7680901542111507,Surplus,1
2024,Sulawesi Utara,Teknik Otomasi Industri (TOI),Internet of Things (IoT),3571,6740369,2323,0.68,0.3494819378325399,Waspada,0
2024,Sulawesi Utara,Teknik Logistik,Supply Chain Digital,2084,6017060,1830,0.78,0.1218809980806142,Waspada,0
2024,Sulawesi Utara,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,1692,13977960,2122,0.41,-0.2541371158392435,Surplus,1
2024,Sulawesi Utara,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,2555,12909698,4414,0.58,-0.7275929549902153,Surplus,1
2024,Sulawesi Utara,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,3289,8741106,1397,0.61,0.5752508361204013,Kritis,0
2024,Sulawesi Utara,Multimedia/DKV,Desain Grafis & UI/UX,1382,12578748,2319,0.45,-0.6780028943560058,Surplus,1
2024,Sulawesi Utara,Multimedia/DKV,Content Creation,3740,6651317,2882,0.76,0.2294117647058823,Waspada,0
2024,Sulawesi Tengah,Teknik Komputer & Jaringan (TKJ),Cloud Computing,3563,6746830,1631,0.63,0.5422396856581533,Kritis,0
2024,Sulawesi Tengah,Teknik Komputer & Jaringan (TKJ),Cyber Security,1738,7414150,1362,0.61,0.2163406214039125,Waspada,0
2024,Sulawesi Tengah,Rekayasa Perangkat Lunak (RPL),Web Development,2861,9460061,857,0.67,0.7004543865781195,Kritis,0
2024,Sulawesi Tengah,Rekayasa Perangkat Lunak (RPL),Data Analytics,3301,7405214,1456,0.84,0.5589215389275977,Kritis,0
2024,Sulawesi Tengah,Teknik Otomasi Industri (TOI),Otomasi Industri,3558,7029180,2178,0.54,0.387858347386172,Waspada,0
2024,Sulawesi Tengah,Teknik Otomasi Industri (TOI),Internet of Things (IoT),3663,8988891,2802,0.49,0.235053235053235,Waspada,0
2024,Sulawesi Tengah,Teknik Logistik,Supply Chain Digital,2897,13814653,2302,0.64,0.2053848809112875,Waspada,0
2024,Sulawesi Tengah,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,2413,9295511,1267,0.43,0.4749274761707418,Waspada,0
2024,Sulawesi Tengah,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,3261,7163999,3859,0.46,-0.1833793314934069,Surplus,1
2024,Sulawesi Tengah,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,2769,9025889,2350,0.55,0.1513181654026724,Waspada,0
2024,Sulawesi Tengah,Multimedia/DKV,Desain Grafis & UI/UX,3063,7892195,2681,0.49,0.1247143323539014,Waspada,0
2024,Sulawesi Tengah,Multimedia/DKV,Content Creation,2957,9243778,3151,0.64,-0.0656070341562394,Surplus,0
2024,Sulawesi Selatan,Teknik Komputer & Jaringan (TKJ),Cloud Computing,1936,5060116,842,0.64,0.5650826446280992,Kritis,0
2024,Sulawesi Selatan,Teknik Komputer & Jaringan (TKJ),Cyber Security,2232,9014279,800,0.74,0.6415770609318996,Kritis,0
2024,Sulawesi Selatan,Rekayasa Perangkat Lunak (RPL),Web Development,3748,6057949,1735,0.75,0.5370864461045891,Kritis,0
2024,Sulawesi Selatan,Rekayasa Perangkat Lunak (RPL),Data Analytics,3160,12337165,936,0.8,0.7037974683544304,Kritis,0
2024,Sulawesi Selatan,Teknik Otomasi Industri (TOI),Otomasi Industri,1345,10338166,2182,0.63,-0.6223048327137547,Surplus,1
2024,Sulawesi Selatan,Teknik Otomasi Industri (TOI),Internet of Things (IoT),1962,9684797,2934,0.64,-0.4954128440366973,Surplus,1
2024,Sulawesi Selatan,Teknik Logistik,Supply Chain Digital,3052,10340070,2974,0.44,0.0255570117955439,Waspada,0
2024,Sulawesi Selatan,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,3592,11291878,2462,0.36,0.3145879732739421,Waspada,0
2024,Sulawesi Selatan,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,2281,6760826,2006,0.46,0.1205611573871109,Waspada,0
2024,Sulawesi Selatan,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,3628,7413275,1831,0.61,0.4953142227122381,Waspada,0
2024,Sulawesi Selatan,Multimedia/DKV,Desain Grafis & UI/UX,3710,6890212,2155,0.48,0.4191374663072776,Waspada,0
2024,Sulawesi Selatan,Multimedia/DKV,Content Creation,1635,8971774,2377,0.66,-0.4538226299694189,Surplus,1
2024,Sulawesi Tenggara,Teknik Komputer & Jaringan (TKJ),Cloud Computing,2992,4952999,1309,0.75,0.5625,Kritis,0
2024,Sulawesi Tenggara,Teknik Komputer & Jaringan (TKJ),Cyber Security,1858,13249975,861,0.54,0.5365984930032293,Kritis,0
2024,Sulawesi Tenggara,Rekayasa Perangkat Lunak (RPL),Web Development,1680,7654190,903,0.43,0.4625,Waspada,0
2024,Sulawesi Tenggara,Rekayasa Perangkat Lunak (RPL),Data Analytics,2048,12484365,1000,0.63,0.51171875,Kritis,0
2024,Sulawesi Tenggara,Teknik Otomasi Industri (TOI),Otomasi Industri,3576,9377033,3115,0.4,0.1289149888143176,Waspada,0
2024,Sulawesi Tenggara,Teknik Otomasi Industri (TOI),Internet of Things (IoT),2308,10062696,2164,0.47,0.0623916811091854,Waspada,0
2024,Sulawesi Tenggara,Teknik Logistik,Supply Chain Digital,2777,5723780,2864,0.37,-0.0313287720561757,Surplus,0
2024,Sulawesi Tenggara,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,3358,6742811,2817,0.65,0.1611078022632519,Waspada,0
2024,Sulawesi Tenggara,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,3534,10225838,2049,0.47,0.4202037351443124,Waspada,0
2024,Sulawesi Tenggara,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,3606,13280932,1765,0.64,0.5105379922351636,Kritis,0
2024,Sulawesi Tenggara,Multimedia/DKV,Desain Grafis & UI/UX,3197,9020459,3513,0.58,-0.098842664998436,Surplus,0
2024,Sulawesi Tenggara,Multimedia/DKV,Content Creation,3412,8815470,3893,0.7,-0.1409730363423212,Surplus,1
2024,Gorontalo,Teknik Komputer & Jaringan (TKJ),Cloud Computing,3295,8422138,1274,0.59,0.6133535660091047,Kritis,0
2024,Gorontalo,Teknik Komputer & Jaringan (TKJ),Cyber Security,2414,5737841,1163,0.61,0.5182270091135046,Kritis,0
2024,Gorontalo,Rekayasa Perangkat Lunak (RPL),Web Development,2428,7643940,1560,0.85,0.357495881383855,Waspada,0
2024,Gorontalo,Rekayasa Perangkat Lunak (RPL),Data Analytics,2512,8732441,1086,0.54,0.5676751592356688,Kritis,0
2024,Gorontalo,Teknik Otomasi Industri (TOI),Otomasi Industri,3769,13582882,1286,0.76,0.6587954364552931,Kritis,0
2024,Gorontalo,Teknik Otomasi Industri (TOI),Internet of Things (IoT),1564,6186980,1851,0.69,-0.1835038363171355,Surplus,1
2024,Gorontalo,Teknik Logistik,Supply Chain Digital,2555,12300960,1669,0.45,0.3467710371819961,Waspada,0
2024,Gorontalo,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,2472,7840267,2693,0.67,-0.0894012944983818,Surplus,0
2024,Gorontalo,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,1891,5980887,3884,0.66,-1.053939714436806,Surplus,1
2024,Gorontalo,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,2770,9239850,2312,0.58,0.1653429602888086,Waspada,0
2024,Gorontalo,Multimedia/DKV,Desain Grafis & UI/UX,1484,6696220,3723,0.6,-1.5087601078167117,Surplus,1
2024,Gorontalo,Multimedia/DKV,Content Creation,2696,13335078,2293,0.66,0.1494807121661721,Waspada,0
2024,Sulawesi Barat,Teknik Komputer & Jaringan (TKJ),Cloud Computing,2739,6167223,1301,0.63,0.5250091274187659,Kritis,0
2024,Sulawesi Barat,Teknik Komputer & Jaringan (TKJ),Cyber Security,2372,9073445,883,0.81,0.6277403035413154,Kritis,0
2024,Sulawesi Barat,Rekayasa Perangkat Lunak (RPL),Web Development,3805,11481935,1615,0.43,0.5755584756898817,Kritis,0
2024,Sulawesi Barat,Rekayasa Perangkat Lunak (RPL),Data Analytics,3549,11489142,1174,0.73,0.6692025922795154,Kritis,0
2024,Sulawesi Barat,Teknik Otomasi Industri (TOI),Otomasi Industri,3620,8446804,2852,0.47,0.2121546961325967,Waspada,0
2024,Sulawesi Barat,Teknik Otomasi Industri (TOI),Internet of Things (IoT),1487,6349302,2918,0.58,-0.9623402824478816,Surplus,1
2024,Sulawesi Barat,Teknik Logistik,Supply Chain Digital,3358,5600101,2350,0.41,0.3001786777843955,Waspada,0
2024,Sulawesi Barat,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,1921,10677845,2030,0.44,-0.0567412805830296,Surplus,0
2024,Sulawesi Barat,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,2685,10038561,4196,0.44,-0.562756052141527,Surplus,1
2024,Sulawesi Barat,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,2623,12921757,2437,0.66,0.0709111704155547,Waspada,0
2024,Sulawesi Barat,Multimedia/DKV,Desain Grafis & UI/UX,3764,13217233,3221,0.55,0.1442614240170031,Waspada,0
2024,Sulawesi Barat,Multimedia/DKV,Content Creation,1682,6076647,1775,0.63,-0.0552913198573127,Surplus,0
2024,Maluku,Teknik Komputer & Jaringan (TKJ),Cloud Computing,2001,10216775,1258,0.74,0.3713143428285857,Waspada,0
2024,Maluku,Teknik Komputer & Jaringan (TKJ),Cyber Security,1729,13504813,956,0.63,0.4470792365529207,Waspada,0
2024,Maluku,Rekayasa Perangkat Lunak (RPL),Web Development,3569,7944480,1857,0.63,0.4796861866068926,Waspada,0
